"t","P_a","SaO2sup","EtCO2","Pa_CO2","CBF"
0,89.84183088,0.9397396742,4.800029585,36.0031835057539,0.010878389384
3.20000000000005,92.54550663,0.9459989827,4.77673935,35.8284923731789,0.01185362782
6.39999999999998,90.66067122,0.9454211482,4.869908911,36.5273215662981,0.0120274288
9.60000000000002,86.15010716,0.9372482261,5.027001174,37.7056104647244,0.011606067046
12.8,84.35007319,0.9292077048,5.115085982,38.3663008730509,0.011392195044
16,86.06937651,0.9314270987,5.114068158,38.3586665650535,0.011684062584
19.2,87.33416219,0.9453048813,5.11621409,38.3747623790935,0.01206552114
22.4,86.85887543,0.960986196,5.166327152,38.7506412638528,0.012152623718
25.6,88.31747136,0.9685264501,5.210893199,39.0849141136038,0.01208027507
28.8,93.34770986,0.9680566583,5.207096669,39.0564377961448,0.012167496916
32,97.23839205,0.9656843879,5.191822625,38.9418730420596,0.012404467276
35.2,94.64922972,0.9640929055,5.216833509,39.129470103775,0.012475051796
38.4,86.65896541,0.9625333156,5.273748718,39.556369287959,0.012212442246
41.6,79.91699741,0.9623502446,5.313556113,39.8549493116217,0.011862270756
44.8,80.26920263,0.9659600841,5.310423627,39.8314537338779,0.011820308014
48,87.65044086,0.9715307534,5.286107987,39.649071431128,0.012179548966
51.2,96.27087435,0.9739075846,5.287232668,39.6575072325562,0.012639416598
54.4,100.3766665,0.971037616,5.345706414,40.0960964058574,0.012826810182
57.6,99.84725883,0.9661401269,5.446066219,40.8488568653571,0.01259220666
60.8,98.71849211,0.963145257,5.526045929,41.4487540378382,0.012063626392
64,99.43878107,0.9622572108,5.524223112,41.4350817856601,0.011587914726
67.2,101.0323778,0.9606506907,5.440918471,40.8102455791966,0.011498074876
70.4,101.3811762,0.9562821076,5.344131151,40.0842809614202,0.011715766286
73.6,99.18179861,0.9503890704,5.297294472,39.7329769706892,0.01181095141
76.8,95.24685077,0.9465888361,5.293085626,39.7014080288312,0.01168159989
80,92.21548207,0.9475504775,5.289956104,39.6779346829162,0.011728546164
83.2,90.83774414,0.9523935571,5.294464394,39.7117496395311,0.012074631926
86.4,88.36992099,0.9577012108,5.349179636,40.1221477138354,0.012262905218
89.6,83.66835495,0.9609208262,5.445208318,40.8424220785322,0.012110991264
92.8,80.49134605,0.9615821416,5.513734614,41.3564115792568,0.012133250048
96,81.83703191,0.9594857526,5.516394348,41.3763612253127,0.01264635404
99.2,84.58996114,0.9544562599,5.491028352,41.1861006044932,0.01311352561
102.4,83.95260187,0.9486363818,5.490185873,41.1797814921836,0.012897489524
105.6,80.39241615,0.9454341174,5.51073922,41.3339442760987,0.012230444506
108.8,78.24055301,0.9443239335,5.509699483,41.326145607081,0.01194280213
112,78.88500193,0.9407107513,5.48021722,41.1050104440247,0.012383500426
115.2,79.44989986,0.9337836157,5.482708403,41.1236958535846,0.013029694138
118.4,78.9986006,0.9300223923,5.574223432,41.8101150358575,0.013268210446
121.6,81.61715848,0.9343361759,5.721059187,42.9114737960184,0.013180086036
124.8,89.46788339,0.941026124,5.823521854,43.6800070179839,0.013196614456
128,96.85053192,0.9391018101,5.826588062,43.7030054698343,0.013326123672
131.2,97.2604604,0.925849172,5.767459437,43.2595042999726,0.013275990416
134.4,92.72092282,0.9107652125,5.714850489,42.8649047302517,0.013066582438
137.6,89.44654673,0.9051722926,5.697891897,42.7377048268004,0.012935407066
140.8,88.26972902,0.9107748701,5.700351208,42.7561511766953,0.012883264076
144,86.14968761,0.9199985872,5.699758161,42.7517029582853,0.012808020206
147.2,83.33169186,0.9252892939,5.696351716,42.7261525190088,0.012781953906
150.4,82.98261294,0.9252857013,5.701585732,42.7654108683966,0.01283122818
153.6,86.25813322,0.9233067941,5.708124491,42.814455595311,0.012803947092
156.8,91.12165659,0.9234769521,5.696885,42.730152478045,0.012686751926
160,94.32366743,0.9279726324,5.682767257,42.6242606948976,0.012680408596
163.2,94.02391162,0.9347283407,5.713856566,42.8574496945012,0.012854862582
166.4,91.55430618,0.9383944556,5.78903986,43.4213707875936,0.013022360792
169.6,89.1602558,0.9366308602,5.815602129,43.6206041940136,0.012961130768
172.8,86.78152349,0.9339295363,5.709301834,42.8232863942316,0.012646006614
176,84.60379169,0.9356725595,5.513753034,41.356549740622,0.0123243138
179.2,85.85987465,0.9405680304,5.363480849,40.2294156351838,0.012268699824
182.4,91.49889728,0.9432085985,5.348666352,40.1182977671392,0.01236106193
185.6,96.06969005,0.9421348678,5.454703067,40.9136385542923,0.01223660052
188.8,94.94294559,0.9409140469,5.59692418,41.9803846522191,0.011937102864
192,90.93861704,0.9424731552,5.683806495,42.6320556211074,0.011916518654
195.2,88.65902369,0.9462134856,5.692460031,42.6969624803391,0.012278944054
198.4,87.88693932,0.950192942,5.700438682,42.7568072856668,0.012617399324
201.6,86.89290607,0.9531388545,5.793299452,43.4533203557619,0.01273460074
204.8,86.23741584,0.9539135797,5.940566355,44.557912991941,0.012863269692
208,85.80990549,0.9510037777,6.025218212,45.1928541496368,0.013045811412
211.2,84.00100166,0.9442408161,5.99463417,44.9634549642829,0.012988855558
214.4,82.06649243,0.9366339431,5.916945875,44.3807448181049,0.01267386742
217.6,83.1496442,0.9321433286,5.881236234,44.1129004777564,0.012431087782
220.8,85.75975833,0.9311216386,5.897997815,44.2386226771519,0.01228884635
224,85.08359211,0.9310577263,5.915182999,44.3675221604104,0.011941121596
227.2,81.52151698,0.9322926791,5.899934673,44.2531503071932,0.011463259434
230.4,80.37848928,0.9378920072,5.881541298,44.1151886459809,0.011331092424
233.6,82.32185164,0.946534353,5.90064848,44.2585043001122,0.011597893078
236.8,82.11875095,0.9520967582,5.917080619,44.3817554812419,0.0117822708
240,78.18952763,0.9526908662,5.84023503,43.8053661500135,0.011726822204
243.2,75.88846996,0.9531850245,5.717176861,42.8823539556232,0.011841719612
246.4,79.26846447,0.9562429853,5.753819813,43.1571987043246,0.012289568066
249.6,85.64455555,0.9583973485,5.943931174,44.5831512105344,0.01260520735
252.8,90.33718461,0.9579164876,5.848549917,43.8677329327988,0.012398003718
256,92.17855238,0.9587338817,5.157153259,38.6818314060608,0.01188976708
259.2,92.70248342,0.9627455859,4.356150632,32.6738174849399,0.011516986466
262.4,93.4858836,0.9652577193,4.266092565,31.9983264166126,0.011438346362
265.6,95.33384264,0.9626240962,4.921953077,36.9176849225485,0.011573858786
268.8,97.3067683,0.9589269001,5.525505041,41.4446970441103,0.011740824756
272,96.8296501,0.9603724132,5.555322698,41.6683478691047,0.01173379989
275.2,93.49916822,0.9667277304,5.324428344,39.9364977522882,0.011608861582
278.4,90.87731035,0.9725869058,5.316784601,39.8791649635988,0.011723504204
281.6,91.18531899,0.9748185558,5.483274459,41.1279416228412,0.012176870362
284.8,91.71674939,0.9748758607,5.465541506,40.9949335341092,0.012599460108
288,90.79873842,0.9748408501,5.257323384,39.4331691485279,0.012844083194
291.2,92.21185274,0.9746755873,5.264027645,39.483455242557,0.01326103574
294.4,97.86359966,0.973542639,5.638079997,42.2890786728582,0.013867279604
297.6,102.128945,0.9713814292,5.964555264,44.7378446105979,0.014077265012
300.8,100.5082932,0.9685770905,5.936706522,44.5289618629241,0.013774031476
304,97.21121289,0.965593489,5.879295595,44.0983444878821,0.013675753586
307.2,96.65425284,0.9633644984,6.066381283,45.5016025797516,0.014066922252
310.4,95.09845689,0.9629699119,6.092814567,45.6998685190878,0.01422582107
313.6,89.14411825,0.9645648246,5.672991134,42.5509337405297,0.013763748946
316.8,85.12937574,0.96710422,5.431543403,40.7399267847797,0.013491854232
320,90.51024506,0.9690225052,5.944780254,44.5895198344167,0.014146842192
323.2,100.5705827,0.9690876047,6.559564505,49.2007810387996,0.015047313352
326.4,103.1617285,0.967420531,6.263643549,46.9811912855697,0.014961980338
329.6,95.934396,0.9659868964,5.35406216,40.1587696563527,0.013964597524
332.8,90.59618466,0.9669445019,5.089631377,38.1753756300596,0.013462418544
336,96.41834912,0.9699254576,5.820709283,43.6589110001276,0.014222254632
339.2,105.9946606,0.9720114243,6.580165235,49.35529922445,0.015237036054
342.4,105.7280992,0.9709902016,6.624421244,49.6872465979075,0.01520892478
345.6,96.79270626,0.9677743855,6.361337082,47.7139530599796,0.0144796535
348.8,93.157145,0.9652566531,6.450908963,48.3857974333302,0.014386483852
352,98.8227671,0.9656038715,6.819673608,51.1517597986161,0.015086223878
355.2,102.2412218,0.9688442764,7.005969626,52.5490948782592,0.01543402299
358.4,97.05336634,0.9732135425,6.927976389,51.964097478932,0.01500035651
361.6,92.45382347,0.9765289586,6.86521691,51.4933626638335,0.014693003618
364.8,96.23263782,0.9777945674,6.957147512,52.1828989000149,0.015080503308
368,102.3095463,0.9777587886,7.070830956,53.0355948726999,0.015534428614
371.2,103.1789111,0.9776696363,7.090016544,53.1794986202076,0.015514358132
374.4,101.5012626,0.9777375,7.089478661,53.1754641658338,0.015395741178
377.6,101.2523698,0.9775063929,7.159483737,53.7005454289657,0.015479112248
380.8,99.63623179,0.9773897006,7.21952727,54.1509089733256,0.015396520982
384,95.59044316,0.978517498,7.156761226,53.6801249166764,0.015069200548
387.2,94.73956114,0.9808974136,7.051008765,52.886916209908,0.015105609346
390.4,98.81672114,0.9830558448,7.080051688,53.1047560518915,0.015681397128
393.6,101.7370166,0.9839558462,7.261049827,54.4623537702433,0.016113533924
396.8,102.2260156,0.9841117542,7.453001045,55.9021063391448,0.01607216948
400,107.2174917,0.9843079973,7.562245093,56.7215041027224,0.016114973472
403.2,116.4480728,0.9844045839,7.604876872,57.04126874903,0.01650824803
406.4,118.6926345,0.9841742511,7.619192063,57.1486415140029,0.01667855244
409.6,111.1211966,0.9842511657,7.631862032,57.2436740988737,0.016393938354
412.8,106.6861592,0.985163187,7.673577044,57.5565624270361,0.016309991616
416,113.0497377,0.986138421,7.748101988,58.1155454889266,0.016750881724
419.2,119.8987384,0.9860462348,7.80692193,58.5567313458308,0.017105562324
422.4,117.554452,0.9851200297,7.804029998,58.5350400715088,0.01699840395
425.6,112.7573519,0.9846370759,7.763032068,58.227530300786,0.01693340181
428.8,114.4722769,0.985154607,7.751598203,58.1417692585913,0.017277951292
432,118.2984387,0.9861474125,7.795345638,58.4699020132586,0.017663738282
435.2,116.5821298,0.9872005516,7.85727715,58.9344265650016,0.01776655261
438.4,111.527734,0.9884213643,7.901096844,59.2631013067527,0.017736309312
441.6,108.6873133,0.9896274361,7.928677465,59.4699729814959,0.017710588738
444.8,108.5407537,0.990117232,7.954975856,59.6672271401032,0.01773205095
448,110.5676525,0.9895805513,7.991194954,59.9388927222866,0.017997665322
451.2,115.3141815,0.9887573403,8.045236726,60.3442393560599,0.018468831252
454.4,119.9823781,0.9888656937,8.102987049,60.7774024105092,0.01867581626
457.6,121.0564618,0.9903446988,8.133894306,61.0092259077868,0.018490146424
460.8,120.1863574,0.9922972251,8.137827236,61.0387253094046,0.018399145106
464,120.1568896,0.9935163078,8.14422688,61.086726587985,0.018607177174
467.2,119.5016581,0.9939838308,8.161076637,61.213110161785,0.018742881194
470.4,116.9439948,0.9946487762,8.178967516,61.3473027929574,0.018693953104
473.6,114.9851295,0.9957456796,8.203949056,61.5346797565676,0.018786205714
476.8,115.3920749,0.9964575624,8.229149485,61.7236985227322,0.019064163538
480,117.3746299,0.9964482869,8.222344242,61.6726550013973,0.019259251846
483.2,120.6290144,0.9964041131,8.184775298,61.3908647413589,0.019363483382
486.4,124.3853075,0.9966327571,8.151600872,61.142036077738,0.019542359694
489.6,125.7685598,0.9964261887,8.127018085,60.9576500076584,0.019718826328
492.8,123.5967558,0.9953650263,8.102356271,60.7726711863192,0.019741702674
496,120.2904043,0.9941619031,8.094962259,60.7172115342138,0.019722634306
499.2,117.9309719,0.9936789261,8.091893418,60.6941933332389,0.019881569974
502.4,116.2894257,0.9939214974,8.05367779,60.4075525441964,0.02019502716
505.6,115.0729516,0.9943808744,8.02640237,60.2029700652623,0.02042008092
508.8,114.7696748,0.9947476894,8.096227368,60.7267006322861,0.0204584873
512,115.2842855,0.9949842001,8.196475097,61.4786204526348,0.02047946198
515.2,115.8375791,0.995085234,8.155568769,61.1717977534305,0.02062058334
518.4,116.3223601,0.9950345626,7.986469324,59.9034475815729,0.0208240375
521.6,117.3155974,0.9949132794,7.911062123,59.3378470478299,0.02101763904
524.8,118.5833641,0.994930354,8.014296391,60.1121677533732,0.02121392182
528,119.239209,0.9952399045,8.117343398,60.8850838858766,0.0214288779
531.2,119.237454,0.9957057584,8.113522945,60.8564281311571,0.02160767064
534.4,118.8453156,0.996006717,8.140037129,61.0553008704086,0.0216074357
537.6,117.8413642,0.996037322,8.262284686,61.9722329746513,0.02137320744
540.8,116.7151813,0.995999379,8.312874713,62.3516893911979,0.02111859022
544,116.122521,0.9960256886,8.204656453,61.5399856705315,0.02105890816
547.2,114.9007507,0.9959997543,8.09091648,60.6868656954682,0.02112628054
550.4,112.2190201,0.995899136,8.106564709,60.8042370679255,0.02122484386
553.6,110.3353423,0.9959792211,8.224175131,61.6863877985558,0.02137050324
556.8,111.096287,0.9963435089,8.391510822,62.9415087271772,0.02139836812
560,112.1634241,0.9966936392,8.5679305,64.2647651631185,0.02112151562
563.2,110.727696,0.9968718241,8.641502136,64.8165978268179,0.02082128184
566.4,108.1428556,0.997148523,8.510273567,63.8323025912908,0.02091408336
569.6,107.2453346,0.9973824541,8.236736958,61.7806092517031,0.02122217408
572.8,107.7996272,0.9965559838,8.001368211,60.0151984266862,0.02124086312
576,107.9931722,0.9941800189,7.912576797,59.3492080373837,0.02097244166
579.2,107.9452035,0.9916823813,7.913410016,59.3554576939799,0.02085288834
582.4,108.1421217,0.9911170686,7.857250896,58.9342296438028,0.02096567806
585.6,106.463227,0.9925944386,7.664984228,57.4921110052687,0.02092389284
588.8,100.9056158,0.9940906735,7.417789333,55.6379967735185,0.02057157832
592,94.29798052,0.9938493528,7.261851034,54.468363317088,0.02031565108
595.2,92.02369587,0.9921567561,7.215377323,54.1197818103083,0.02051434822
598.4,94.67343804,0.9907292735,7.149713685,53.6272640108436,0.02083263478
601.6,96.86608465,0.9909187805,6.988886749,52.4209627606241,0.0206299161
604.8,94.79054135,0.9924466378,6.822388136,51.1721204334799,0.019926139978
608,91.23153179,0.9935866149,6.754286313,50.6613147421551,0.019458738918
611.2,90.49496418,0.9929013666,6.737664526,50.5366410840125,0.019609804784
614.4,91.65816303,0.9909984286,6.656931162,49.931091041527,0.01981071553
617.6,90.84149175,0.9899614247,6.514633506,48.8637708238732,0.019381102454
620.8,88.0292208,0.990745208,6.42993341,48.228467843914,0.018505458796
624,86.88316869,0.991975913,6.45625533,48.4258984845386,0.017876752614
627.2,88.27008768,0.9919161621,6.487768762,48.6622686683262,0.017697100998
630.4,88.60133404,0.9907326335,6.40495861,48.0411414344624,0.017601470842
633.6,85.78024234,0.9898744275,6.269470334,47.0248957681961,0.017372983452
636.8,83.03799757,0.989870154,6.260344775,46.9564484452262,0.017129495626
640,84.30707074,0.9898996946,6.398812082,47.9950386820546,0.016860972768
643.2,88.09908355,0.989304701,6.474764609,48.5647294972638,0.016322194242
646.4,89.32921316,0.9884645826,6.314583115,47.363269460282,0.01543311726
649.6,86.65833969,0.9880316541,5.993781034,44.957055917898,0.014466122868
652.8,84.74946454,0.9880183086,5.70883421,42.8197789257076,0.013837625146
656,88.13966617,0.9880185484,5.561635225,41.7156957164338,0.013798926014
659.2,95.01596328,0.9880335832,5.546920955,41.6053296127292,0.014173348346
662.4,99.17802808,0.9885812677,5.642362899,42.3212030804087,0.014439743928
665.6,97.64835114,0.9897848931,5.81209092,43.5942679600976,0.014314699714
668.8,93.77061919,0.9907551464,5.966289747,44.7508543032739,0.014086723726
672,91.85160406,0.990499755,6.013200206,45.1027116895271,0.014087168476
675.2,91.71741792,0.9893271504,5.966366729,44.7514317157718,0.014100287748
678.4,90.83302446,0.9885719215,5.917476796,44.3847270531831,0.01368225483
681.6,88.88686193,0.9888159036,5.881376154,44.113949964087,0.012877351614
684.8,87.17548803,0.9891863124,5.78903563,43.4213390599837,0.012240378576
688,85.56436546,0.9887804546,5.664129142,42.4844633326806,0.012155625212
691.2,82.92668935,0.9880939568,5.635303211,42.2682510645812,0.012377660192
694.4,79.41736726,0.9883645099,5.712978326,42.8508623526271,0.012380107284
697.6,76.57223064,0.9897818782,5.736714932,43.028901543113,0.012045682976
700.8,76.08160915,0.9910715864,5.623204961,42.1775067249609,0.011764382666
704,79.13506343,0.9910133083,5.495252005,41.2177806079871,0.011842939488
707.2,85.48289368,0.9899082416,5.482697309,41.1236126417397,0.012110017246
710.4,92.46870937,0.9892041144,5.551860071,41.6423760301638,0.012207970012
713.6,96.6523309,0.9898068012,5.61190098,42.0927198929047,0.012030484918
716.8,97.2269226,0.991012463,5.648939617,42.3705325232437,0.011723822258
720,96.37553372,0.9911913209,5.67407249,42.5590445777263,0.011418866296
723.2,95.90394173,0.9895714043,5.653641041,42.4057961040223,0.011152285176
726.4,95.38034591,0.9873007111,5.569437645,41.774218680527,0.010983922108
729.6,93.8274183,0.9864262061,5.47259688,41.047853192275,0.010971071866
732.8,91.31970626,0.9876734558,5.421225069,40.6625329133676,0.011035961404
736,88.65461681,0.9897131936,5.411656985,40.5907663798597,0.011071757584
739.2,86.57699298,0.9909421976,5.405071737,40.5413729567617,0.011102396214
742.4,85.02040545,0.9913393191,5.390320005,40.4307258649431,0.011114169664
745.6,83.09098727,0.9919443314,5.392495294,40.4470418745964,0.010987513172
748.8,81.12955777,0.9930840628,5.428278565,40.7154384853746,0.010875335502
752,81.73741177,0.9939602636,5.475722785,41.0712994084584,0.011183837414
755.2,86.09613731,0.9938209555,5.501735159,41.2664082630931,0.011822912814
758.4,90.67144612,0.9929380598,5.504923677,41.2903241154087,0.012070126044
761.6,91.07764091,0.992250279,5.505172643,41.2921915140207,0.011573827398
764.8,88.17642171,0.9920241519,5.501019841,41.2610429367419,0.01089613482
768,86.89841048,0.9911644674,5.473081716,41.0514897614188,0.01069699389
771.2,89.57418495,0.9887241605,5.426786238,40.7042451121088,0.010904299178
774.4,93.53044035,0.9860646708,5.39457262,40.4626231013065,0.011032438032
777.6,95.37888241,0.9858888893,5.391977821,40.4431605078156,0.010926226364
780.8,94.99512904,0.9885751842,5.401680379,40.5159356792938,0.010827798218
784,94.35374681,0.9912910456,5.404283731,40.535462425562,0.010897381384
787.2,94.42098746,0.9916291834,5.400022257,40.5034987412326,0.010998320868
790.4,94.73361349,0.9903647564,5.39721633,40.4824525574756,0.010954496274
793.6,95.03171177,0.9896146211,5.398661296,40.4932906940196,0.010799437776
796.8,95.52472485,0.9898987783,5.402233467,40.5200841805491,0.010691955418
800,95.5845066,0.9902289381,5.403174972,40.5271460489577,0.010700218416
803.2,93.91878337,0.9899733274,5.397817353,40.4869606008068,0.010761290964
806.4,90.80338064,0.9894290305,5.392861238,40.4497866803838,0.010824488104
809.6,88.80703137,0.989036362,5.401849129,40.5172014084126,0.01095934122
812.8,90.27538213,0.9889257127,5.425600141,40.695348652787,0.011259739256
816,94.80227295,0.9891519354,5.453862337,40.9073325605619,0.011634666716
819.2,99.71669303,0.9897404881,5.492614924,41.1980008734081,0.011805925308
822.4,102.5422669,0.9902947083,5.559851513,41.7023167758835,0.011635531732
825.6,102.7959,0.9899625169,5.644448024,42.3368428044308,0.011359464176
828.8,101.7837936,0.9882594985,5.705097766,42.7917532903216,0.011303654982
832,100.9876893,0.9858905593,5.720008788,42.9035951554222,0.011453047056
835.2,100.9672631,0.9843657108,5.703337219,42.7785481015641,0.01154292628
838.4,101.5720392,0.9846514551,5.671916513,42.5428734199885,0.01148370071
841.6,102.1273512,0.9863207527,5.632686441,42.2486236750341,0.011407122876
844.8,101.4777502,0.9880185478,5.6004551,42.0068687307967,0.01138305
848,99.44021219,0.9886732422,5.592346383,41.9460483502183,0.011377092948
851.2,97.98321266,0.9883240685,5.602124026,42.019386705524,0.011395043376
854.4,98.95736202,0.9878703091,5.605207965,42.0425181508144,0.011452805214
857.6,101.173839,0.9880619518,5.594345026,41.961039405881,0.011509130798
860.8,101.9511347,0.9887977159,5.59286093,41.9499077701938,0.011533781506
864,100.8783424,0.9893978649,5.62221152,42.1700553045078,0.011532769098
867.2,99.71847648,0.9894334092,5.668639606,42.5182945956369,0.011495881442
870.4,99.07611585,0.9891731675,5.699531905,42.7500058986854,0.011413484728
873.6,97.65483387,0.9891970819,5.705513879,42.7948743945633,0.011323429334
876.8,94.90290216,0.9896689055,5.703314345,42.7783765324509,0.01128235022
880,91.98647751,0.9901495146,5.699936615,42.7530414733915,0.011287979144
883.2,89.72692722,0.990145452,5.680124815,42.6044407495109,0.011250242124
886.4,87.71705686,0.9896822912,5.633345341,42.2535658315754,0.011090934024
889.6,85.77443447,0.9892146555,5.573282343,41.8030562877056,0.01088021478
892.8,84.38514019,0.9890334215,5.524681292,41.4385184183572,0.010774304818
896,83.60091454,0.988965067,5.501121136,41.2618027117409,0.010798802438
899.2,82.99828891,0.9887349537,5.497689583,41.2360639469727,0.010827821756
902.4,82.57794144,0.9883655717,5.500124773,41.2543293744849,0.010779597914
905.6,82.5208929,0.9880025466,5.499913501,41.2527447041301,0.010682490746
